동별,연령별,시점,남자,여자
신월2동,70~74세,2022. 3/4,0,1
신월2동,70~74세,2023. 3/4,0,1
신월2동,75~79세,2020. 3/4,1,0
신월2동,75~79세,2022. 3/4,2,0
신월2동,75~79세,2023. 3/4,2,0
신월2동,80~84세,2020. 3/4,0,0
신월2동,80~84세,2022. 3/4,0,0
신월2동,80~84세,2023. 3/4,0,0
신월2동,85~89세,2020. 3/4,0,0
신월2동,85~89세,2022. 3/4,0,0
신월2동,85~89세,2023. 3/4,0,0
신월2동,90~94세,2020. 3/4,0,0
신월2동,90~94세,2022. 3/4,0,0
신월2동,90~94세,2023. 3/4,0,0
신월2동,95~99세,2020. 3/4,0,0
신월2동,95~99세,2022. 3/4,0,0
신월2동,95~99세,2023. 3/4,0,0
신월2동,100세 이상,2020. 3/4,0,0
신월2동,100세 이상,2022. 3/4,0,0
신월2동,100세 이상,2023. 3/4,0,0
신월3동,0~4세,2020. 3/4,7,2
신월3동,0~4세,2022. 3/4,2,3
신월3동,0~4세,2023. 3/4,1,3
신월3동,5~9세,2020. 3/4,1,3
신월3동,5~9세,2022. 3/4,3,2
신월3동,5~9세,2023. 3/4,6,2
신월3동,10~14세,2020. 3/4,3,1
신월3동,10~14세,2022. 3/4,4,2
신월3동,10~14세,2023. 3/4,4,2
신월3동,15~19세,2020. 3/4,1,0
신월3동,15~19세,2022. 3/4,3,1
신월3동,15~19세,2023. 3/4,2,1
신월3동,20~24세,2020. 3/4,2,6
신월3동,20~24세,2022. 3/4,3,3
신월3동,20~24세,2023. 3/4,3,5
신월3동,25~29세,2020. 3/4,6,10
신월3동,25~29세,2022. 3/4,6,8
신월3동,25~29세,2023. 3/4,8,6
신월3동,30~34세,2020. 3/4,13,17
신월3동,30~34세,2022. 3/4,5,12
신월3동,30~34세,2023. 3/4,8,12
신월3동,35~39세,2020. 3/4,10,11
신월3동,35~39세,2022. 3/4,13,13
신월3동,35~39세,2023. 3/4,12,13
신월3동,40~44세,2020. 3/4,8,7
신월3동,40~44세,2022. 3/4,9,5
신월3동,40~44세,2023. 3/4,8,9
신월3동,45~49세,2020. 3/4,16,13
신월3동,45~49세,2022. 3/4,6,10
신월3동,45~49세,2023. 3/4,6,7
신월3동,50~54세,2020. 3/4,18,12
신월3동,50~54세,2022. 3/4,15,8
신월3동,50~54세,2023. 3/4,8,9
신월3동,55~59세,2020. 3/4,9,22
신월3동,55~59세,2022. 3/4,9,15
신월3동,55~59세,2023. 3/4,12,16
신월3동,60~64세,2020. 3/4,7,10
신월3동,60~64세,2022. 3/4,10,9
신월3동,60~64세,2023. 3/4,3,6
신월3동,65~69세,2020. 3/4,0,3
신월3동,65~69세,2022. 3/4,1,5
신월3동,65~69세,2023. 3/4,2,5
신월3동,70~74세,2020. 3/4,0,1
신월3동,70~74세,2022. 3/4,0,0
신월3동,70~74세,2023. 3/4,0,2
신월3동,75~79세,2020. 3/4,0,1
신월3동,75~79세,2022. 3/4,0,1
신월3동,75~79세,2023. 3/4,0,1
신월3동,80~84세,2020. 3/4,0,1
신월3동,80~84세,2022. 3/4,0,0
신월3동,80~84세,2023. 3/4,0,0
신월3동,85~89세,2020. 3/4,0,1
신월3동,85~89세,2022. 3/4,0,1
신월3동,85~89세,2023. 3/4,0,1
신월3동,90~94세,2020. 3/4,0,0
신월3동,90~94세,2022. 3/4,0,1
신월3동,90~94세,2023. 3/4,0,1
신월3동,95~99세,2020. 3/4,0,0
신월3동,95~99세,2022. 3/4,0,0
신월3동,95~99세,2023. 3/4,0,0
신월3동,100세 이상,2020. 3/4,0,0
신월3동,100세 이상,2022. 3/4,0,0
신월3동,100세 이상,2023. 3/4,0,0
신월4동,0~4세,2020. 3/4,0,0
신월4동,0~4세,2022. 3/4,2,0
신월4동,0~4세,2023. 3/4,2,2
신월4동,5~9세,2020. 3/4,1,0
신월4동,5~9세,2022. 3/4,1,0
신월4동,5~9세,2023. 3/4,0,0
신월4동,10~14세,2020. 3/4,2,1
신월4동,10~14세,2022. 3/4,1,0
신월4동,10~14세,2023. 3/4,0,1
신월4동,15~19세,2020. 3/4,0,0
신월4동,15~19세,2022. 3/4,1,1
신월4동,15~19세,2023. 3/4,1,1
신월4동,20~24세,2020. 3/4,0,3
신월4동,20~24세,2022. 3/4,0,1
신월4동,20~24세,2023. 3/4,0,1
신월4동,25~29세,2020. 3/4,1,7
신월4동,25~29세,2022. 3/4,0,12
신월4동,25~29세,2023. 3/4,0,10
신월4동,30~34세,2020. 3/4,2,13
신월4동,30~34세,2022. 3/4,4,8
신월4동,30~34세,2023. 3/4,2,6
신월4동,35~39세,2020. 3/4,5,10
신월4동,35~39세,2022. 3/4,4,10
신월4동,35~39세,2023. 3/4,3,11
신월4동,40~44세,2020. 3/4,2,6
신월4동,40~44세,2022. 3/4,1,8
신월4동,40~44세,2023. 3/4,3,10
신월4동,45~49세,2020. 3/4,5,8
신월4동,45~49세,2022. 3/4,4,11
신월4동,45~49세,2023. 3/4,3,12
신월4동,50~54세,2020. 3/4,1,6
신월4동,50~54세,2022. 3/4,5,5
신월4동,50~54세,2023. 3/4,6,2
신월4동,55~59세,2020. 3/4,6,6
신월4동,55~59세,2022. 3/4,3,10
신월4동,55~59세,2023. 3/4,9,10
신월4동,60~64세,2020. 3/4,1,3
신월4동,60~64세,2022. 3/4,1,2
신월4동,60~64세,2023. 3/4,2,3
신월4동,65~69세,2020. 3/4,1,0
신월4동,65~69세,2022. 3/4,2,0
신월4동,65~69세,2023. 3/4,1,2
신월4동,70~74세,2020. 3/4,0,0
신월4동,70~74세,2022. 3/4,1,1
신월4동,70~74세,2023. 3/4,1,0
신월4동,75~79세,2020. 3/4,0,0
신월4동,75~79세,2022. 3/4,0,0
신월4동,75~79세,2023. 3/4,0,1
신월4동,80~84세,2020. 3/4,0,0
신월4동,80~84세,2022. 3/4,0,0
신월4동,80~84세,2023. 3/4,0,0
신월4동,85~89세,2020. 3/4,0,0
신월4동,85~89세,2022. 3/4,0,0
신월4동,85~89세,2023. 3/4,0,0
신월4동,90~94세,2020. 3/4,0,0
신월4동,90~94세,2022. 3/4,0,0
신월4동,90~94세,2023. 3/4,0,0
신월4동,95~99세,2020. 3/4,0,0
신월4동,95~99세,2022. 3/4,0,0
신월4동,95~99세,2023. 3/4,0,0
신월4동,100세 이상,2020. 3/4,0,0
신월4동,100세 이상,2022. 3/4,0,0
신월4동,100세 이상,2023. 3/4,0,0
신월5동,0~4세,2020. 3/4,1,6
신월5동,0~4세,2022. 3/4,0,2
신월5동,0~4세,2023. 3/4,0,1
신월5동,5~9세,2020. 3/4,2,3
신월5동,5~9세,2022. 3/4,1,2
신월5동,5~9세,2023. 3/4,0,4
신월5동,10~14세,2020. 3/4,2,3
신월5동,10~14세,2022. 3/4,1,3
신월5동,10~14세,2023. 3/4,1,1
신월5동,15~19세,2020. 3/4,1,2
신월5동,15~19세,2022. 3/4,0,2
신월5동,15~19세,2023. 3/4,1,1
신월5동,20~24세,2020. 3/4,0,3
신월5동,20~24세,2022. 3/4,1,3
신월5동,20~24세,2023. 3/4,2,3
신월5동,25~29세,2020. 3/4,4,6
신월5동,25~29세,2022. 3/4,1,8
신월5동,25~29세,2023. 3/4,2,7
신월5동,30~34세,2020. 3/4,7,8
신월5동,30~34세,2022. 3/4,3,9
신월5동,30~34세,2023. 3/4,4,10
신월5동,35~39세,2020. 3/4,5,11
신월5동,35~39세,2022. 3/4,5,13
신월5동,35~39세,2023. 3/4,5,11
신월5동,40~44세,2020. 3/4,12,8
신월5동,40~44세,2022. 3/4,6,5
신월5동,40~44세,2023. 3/4,3,6
신월5동,45~49세,2020. 3/4,3,5
신월5동,45~49세,2022. 3/4,9,6
신월5동,45~49세,2023. 3/4,5,10
신월5동,50~54세,2020. 3/4,13,12
신월5동,50~54세,2022. 3/4,4,9
신월5동,50~54세,2023. 3/4,5,10
신월5동,55~59세,2020. 3/4,8,15
신월5동,55~59세,2022. 3/4,5,14
신월5동,55~59세,2023. 3/4,8,12
신월5동,60~64세,2020. 3/4,3,4
신월5동,60~64세,2022. 3/4,4,6
신월5동,60~64세,2023. 3/4,4,4
신월5동,65~69세,2020. 3/4,5,2
신월5동,65~69세,2022. 3/4,4,2
신월5동,65~69세,2023. 3/4,3,3
신월5동,70~74세,2020. 3/4,0,1
신월5동,70~74세,2022. 3/4,2,1
신월5동,70~74세,2023. 3/4,3,0
신월5동,75~79세,2020. 3/4,0,0
신월5동,75~79세,2022. 3/4,0,0
신월5동,75~79세,2023. 3/4,0,1
신월5동,80~84세,2020. 3/4,1,0
신월5동,80~84세,2022. 3/4,2,0
신월5동,80~84세,2023. 3/4,2,0
신월5동,85~89세,2020. 3/4,0,0
신월5동,85~89세,2022. 3/4,0,0
신월5동,85~89세,2023. 3/4,0,0
신월5동,90~94세,2020. 3/4,0,0
신월5동,90~94세,2022. 3/4,0,0
신월5동,90~94세,2023. 3/4,0,0
신월5동,95~99세,2020. 3/4,0,0
신월5동,95~99세,2022. 3/4,0,0
신월5동,95~99세,2023. 3/4,0,0
신월5동,100세 이상,2020. 3/4,0,0
신월5동,100세 이상,2022. 3/4,0,0
신월5동,100세 이상,2023. 3/4,0,0
신월6동,0~4세,2020. 3/4,3,0
신월6동,0~4세,2022. 3/4,3,0
신월6동,0~4세,2023. 3/4,3,0
신월6동,5~9세,2020. 3/4,0,1
신월6동,5~9세,2022. 3/4,1,1
신월6동,5~9세,2023. 3/4,1,0
신월6동,10~14세,2020. 3/4,1,1
신월6동,10~14세,2022. 3/4,0,1
신월6동,10~14세,2023. 3/4,0,0
신월6동,15~19세,2020. 3/4,0,0
신월6동,15~19세,2022. 3/4,2,0
신월6동,15~19세,2023. 3/4,2,1
신월6동,20~24세,2020. 3/4,1,1
신월6동,20~24세,2022. 3/4,2,0
신월6동,20~24세,2023. 3/4,0,1
신월6동,25~29세,2020. 3/4,3,5
신월6동,25~29세,2022. 3/4,2,3
신월6동,25~29세,2023. 3/4,3,1
신월6동,30~34세,2020. 3/4,2,2
신월6동,30~34세,2022. 3/4,1,7
신월6동,30~34세,2023. 3/4,2,5
신월6동,35~39세,2020. 3/4,0,2
신월6동,35~39세,2022. 3/4,1,3
신월6동,35~39세,2023. 3/4,3,5
신월6동,40~44세,2020. 3/4,1,5
신월6동,40~44세,2022. 3/4,1,5
신월6동,40~44세,2023. 3/4,1,4
신월6동,45~49세,2020. 3/4,2,5
신월6동,45~49세,2022. 3/4,1,4
신월6동,45~49세,2023. 3/4,1,4
신월6동,50~54세,2020. 3/4,5,6
신월6동,50~54세,2022. 3/4,2,3
신월6동,50~54세,2023. 3/4,3,3
신월6동,55~59세,2020. 3/4,1,2
신월6동,55~59세,2022. 3/4,4,5
신월6동,55~59세,2023. 3/4,4,4
신월6동,60~64세,2020. 3/4,0,0
신월6동,60~64세,2022. 3/4,0,1
신월6동,60~64세,2023. 3/4,1,2
신월6동,65~69세,2020. 3/4,0,0
신월6동,65~69세,2022. 3/4,1,0
신월6동,65~69세,2023. 3/4,1,0
신월6동,70~74세,2020. 3/4,0,0
신월6동,70~74세,2022. 3/4,0,0
신월6동,70~74세,2023. 3/4,0,0
신월6동,75~79세,2020. 3/4,0,0
신월6동,75~79세,2022. 3/4,0,0
신월6동,75~79세,2023. 3/4,0,0
신월6동,80~84세,2020. 3/4,0,0
신월6동,80~84세,2022. 3/4,0,0
신월6동,80~84세,2023. 3/4,0,0
신월6동,85~89세,2020. 3/4,0,0
신월6동,85~89세,2022. 3/4,0,0
신월6동,85~89세,2023. 3/4,0,0
신월6동,90~94세,2020. 3/4,0,0
신월6동,90~94세,2022. 3/4,0,0
신월6동,90~94세,2023. 3/4,0,0
신월6동,95~99세,2020. 3/4,0,0
신월6동,95~99세,2022. 3/4,0,0
신월6동,95~99세,2023. 3/4,0,0
신월6동,100세 이상,2020. 3/4,0,0
신월6동,100세 이상,2022. 3/4,0,0
신월6동,100세 이상,2023. 3/4,0,0
신월7동,0~4세,2020. 3/4,3,1
신월7동,0~4세,2022. 3/4,2,0
신월7동,0~4세,2023. 3/4,3,0
신월7동,5~9세,2020. 3/4,1,3
신월7동,5~9세,2022. 3/4,0,3
신월7동,5~9세,2023. 3/4,1,3
신월7동,10~14세,2020. 3/4,2,1
신월7동,10~14세,2022. 3/4,1,3
신월7동,10~14세,2023. 3/4,1,3
신월7동,15~19세,2020. 3/4,0,0
신월7동,15~19세,2022. 3/4,0,1
신월7동,15~19세,2023. 3/4,0,2
신월7동,20~24세,2020. 3/4,0,9
신월7동,20~24세,2022. 3/4,0,3
신월7동,20~24세,2023. 3/4,0,2
신월7동,25~29세,2020. 3/4,0,12
신월7동,25~29세,2022. 3/4,1,6
신월7동,25~29세,2023. 3/4,2,10
신월7동,30~34세,2020. 3/4,2,15
신월7동,30~34세,2022. 3/4,2,16
신월7동,30~34세,2023. 3/4,4,12
신월7동,35~39세,2020. 3/4,9,4
신월7동,35~39세,2022. 3/4,4,7
신월7동,35~39세,2023. 3/4,3,9
신월7동,40~44세,2020. 3/4,0,18
신월7동,40~44세,2022. 3/4,3,10
신월7동,40~44세,2023. 3/4,5,8
신월7동,45~49세,2020. 3/4,4,9
신월7동,45~49세,2022. 3/4,2,14
신월7동,45~49세,2023. 3/4,6,14
신월7동,50~54세,2020. 3/4,6,15
신월7동,50~54세,2022. 3/4,3,7
신월7동,50~54세,2023. 3/4,2,11
신월7동,55~59세,2020. 3/4,9,6
신월7동,55~59세,2022. 3/4,9,15
신월7동,55~59세,2023. 3/4,8,11
신월7동,60~64세,2020. 3/4,3,7
신월7동,60~64세,2022. 3/4,5,9
신월7동,60~64세,2023. 3/4,4,9
신월7동,65~69세,2020. 3/4,1,2
신월7동,65~69세,2022. 3/4,2,3
신월7동,65~69세,2023. 3/4,2,3
신월7동,70~74세,2020. 3/4,1,1
신월7동,70~74세,2022. 3/4,1,1
신월7동,70~74세,2023. 3/4,1,1
신월7동,75~79세,2020. 3/4,0,0
신월7동,75~79세,2022. 3/4,0,0
신월7동,75~79세,2023. 3/4,0,0
신월7동,80~84세,2020. 3/4,0,0
신월7동,80~84세,2022. 3/4,0,0
신월7동,80~84세,2023. 3/4,0,0
신월7동,85~89세,2020. 3/4,0,0
신월7동,85~89세,2022. 3/4,0,0
신월7동,85~89세,2023. 3/4,0,0
신월7동,90~94세,2020. 3/4,0,0
신월7동,90~94세,2022. 3/4,0,0
신월7동,90~94세,2023. 3/4,0,0
신월7동,95~99세,2020. 3/4,0,0
신월7동,95~99세,2022. 3/4,0,0
신월7동,95~99세,2023. 3/4,0,0
신월7동,100세 이상,2020. 3/4,0,0
신월7동,100세 이상,2022. 3/4,0,0
신월7동,100세 이상,2023. 3/4,0,0
신정1동,0~4세,2020. 3/4,0,3
신정1동,0~4세,2022. 3/4,0,0
신정1동,0~4세,2023. 3/4,0,0
신정1동,5~9세,2020. 3/4,0,3
신정1동,5~9세,2022. 3/4,0,1
신정1동,5~9세,2023. 3/4,0,2
신정1동,10~14세,2020. 3/4,4,0
신정1동,10~14세,2022. 3/4,2,0
신정1동,10~14세,2023. 3/4,0,0
신정1동,15~19세,2020. 3/4,2,2
신정1동,15~19세,2022. 3/4,6,0
신정1동,15~19세,2023. 3/4,5,0
신정1동,20~24세,2020. 3/4,4,5
신정1동,20~24세,2022. 3/4,5,2
신정1동,20~24세,2023. 3/4,3,2
신정1동,25~29세,2020. 3/4,2,2
신정1동,25~29세,2022. 3/4,5,5
신정1동,25~29세,2023. 3/4,4,3
신정1동,30~34세,2020. 3/4,6,8
신정1동,30~34세,2022. 3/4,6,1
신정1동,30~34세,2023. 3/4,3,2
신정1동,35~39세,2020. 3/4,6,4
신정1동,35~39세,2022. 3/4,0,5
신정1동,35~39세,2023. 3/4,3,7
신정1동,40~44세,2020. 3/4,7,8
신정1동,40~44세,2022. 3/4,2,4
신정1동,40~44세,2023. 3/4,6,2
신정1동,45~49세,2020. 3/4,8,8
신정1동,45~49세,2022. 3/4,7,6
신정1동,45~49세,2023. 3/4,7,6
신정1동,50~54세,2020. 3/4,7,10
신정1동,50~54세,2022. 3/4,6,8
신정1동,50~54세,2023. 3/4,3,9
신정1동,55~59세,2020. 3/4,7,9
신정1동,55~59세,2022. 3/4,5,8
신정1동,55~59세,2023. 3/4,6,6
신정1동,60~64세,2020. 3/4,4,8
신정1동,60~64세,2022. 3/4,3,7
신정1동,60~64세,2023. 3/4,4,6
신정1동,65~69세,2020. 3/4,4,1
신정1동,65~69세,2022. 3/4,4,3
신정1동,65~69세,2023. 3/4,6,5
신정1동,70~74세,2020. 3/4,1,0
신정1동,70~74세,2022. 3/4,1,0
신정1동,70~74세,2023. 3/4,1,0
신정1동,75~79세,2020. 3/4,0,0
신정1동,75~79세,2022. 3/4,0,0
신정1동,75~79세,2023. 3/4,0,0
신정1동,80~84세,2020. 3/4,0,0
신정1동,80~84세,2022. 3/4,0,0
신정1동,80~84세,2023. 3/4,0,0
신정1동,85~89세,2020. 3/4,0,1
신정1동,85~89세,2022. 3/4,0,1
신정1동,85~89세,2023. 3/4,0,0
신정1동,90~94세,2020. 3/4,1,0
신정1동,90~94세,2022. 3/4,1,0
신정1동,90~94세,2023. 3/4,1,1
신정1동,95~99세,2020. 3/4,0,0
신정1동,95~99세,2022. 3/4,0,0
신정1동,95~99세,2023. 3/4,0,0
신정1동,100세 이상,2020. 3/4,1,0
신정1동,100세 이상,2022. 3/4,1,0
신정1동,100세 이상,2023. 3/4,1,0
신정2동,0~4세,2020. 3/4,0,0
신정2동,0~4세,2022. 3/4,1,1
신정2동,0~4세,2023. 3/4,1,1
신정2동,5~9세,2020. 3/4,1,2
신정2동,5~9세,2022. 3/4,0,1
신정2동,5~9세,2023. 3/4,0,1
신정2동,10~14세,2020. 3/4,1,0
신정2동,10~14세,2022. 3/4,0,1
신정2동,10~14세,2023. 3/4,1,2
신정2동,15~19세,2020. 3/4,3,3
신정2동,15~19세,2022. 3/4,2,0
신정2동,15~19세,2023. 3/4,3,0
신정2동,20~24세,2020. 3/4,15,28
신정2동,20~24세,2022. 3/4,6,6
신정2동,20~24세,2023. 3/4,3,4
신정2동,25~29세,2020. 3/4,14,35
신정2동,25~29세,2022. 3/4,2,5
신정2동,25~29세,2023. 3/4,0,5
신정2동,30~34세,2020. 3/4,8,17
신정2동,30~34세,2022. 3/4,6,4
신정2동,30~34세,2023. 3/4,4,3
신정2동,35~39세,2020. 3/4,11,14
신정2동,35~39세,2022. 3/4,10,2
신정2동,35~39세,2023. 3/4,10,2
신정2동,40~44세,2020. 3/4,10,7
신정2동,40~44세,2022. 3/4,3,8
신정2동,40~44세,2023. 3/4,5,6
신정2동,45~49세,2020. 3/4,5,6
신정2동,45~49세,2022. 3/4,4,6
신정2동,45~49세,2023. 3/4,4,6
신정2동,50~54세,2020. 3/4,10,8
신정2동,50~54세,2022. 3/4,6,7
신정2동,50~54세,2023. 3/4,5,7
신정2동,55~59세,2020. 3/4,7,10
신정2동,55~59세,2022. 3/4,3,6
신정2동,55~59세,2023. 3/4,5,5
신정2동,60~64세,2020. 3/4,2,3
신정2동,60~64세,2022. 3/4,2,3
신정2동,60~64세,2023. 3/4,1,4
신정2동,65~69세,2020. 3/4,0,0
신정2동,65~69세,2022. 3/4,0,0
신정2동,65~69세,2023. 3/4,0,1
신정2동,70~74세,2020. 3/4,1,0
신정2동,70~74세,2022. 3/4,1,0
신정2동,70~74세,2023. 3/4,1,0
신정2동,75~79세,2020. 3/4,0,0
신정2동,75~79세,2022. 3/4,0,0
신정2동,75~79세,2023. 3/4,0,0
신정2동,80~84세,2020. 3/4,0,1
신정2동,80~84세,2022. 3/4,0,0
신정2동,80~84세,2023. 3/4,0,0
신정2동,85~89세,2020. 3/4,0,0
신정2동,85~89세,2022. 3/4,0,1
신정2동,85~89세,2023. 3/4,0,1
신정2동,90~94세,2020. 3/4,0,0
신정2동,90~94세,2022. 3/4,0,0
신정2동,90~94세,2023. 3/4,0,0
신정2동,95~99세,2020. 3/4,0,0
신정2동,95~99세,2022. 3/4,0,0
신정2동,95~99세,2023. 3/4,0,0
신정2동,100세 이상,2020. 3/4,0,0
신정2동,100세 이상,2022. 3/4,0,0
신정2동,100세 이상,2023. 3/4,0,0
신정3동,0~4세,2020. 3/4,5,6
신정3동,0~4세,2022. 3/4,3,3
신정3동,0~4세,2023. 3/4,5,2
신정3동,5~9세,2020. 3/4,6,3
신정3동,5~9세,2022. 3/4,6,6
신정3동,5~9세,2023. 3/4,5,2
신정3동,10~14세,2020. 3/4,4,4
신정3동,10~14세,2022. 3/4,7,2
신정3동,10~14세,2023. 3/4,4,6
신정3동,15~19세,2020. 3/4,3,2
신정3동,15~19세,2022. 3/4,3,2
신정3동,15~19세,2023. 3/4,2,3
신정3동,20~24세,2020. 3/4,6,10
신정3동,20~24세,2022. 3/4,6,8
신정3동,20~24세,2023. 3/4,3,7
신정3동,25~29세,2020. 3/4,5,15
신정3동,25~29세,2022. 3/4,4,13
신정3동,25~29세,2023. 3/4,5,15
신정3동,30~34세,2020. 3/4,14,21
신정3동,30~34세,2022. 3/4,9,18
신정3동,30~34세,2023. 3/4,6,15
신정3동,35~39세,2020. 3/4,19,24
신정3동,35~39세,2022. 3/4,16,22
신정3동,35~39세,2023. 3/4,16,23
신정3동,40~44세,2020. 3/4,21,23
신정3동,40~44세,2022. 3/4,14,17
신정3동,40~44세,2023. 3/4,17,21
신정3동,45~49세,2020. 3/4,28,27
신정3동,45~49세,2022. 3/4,18,16
신정3동,45~49세,2023. 3/4,12,15
신정3동,50~54세,2020. 3/4,31,26
신정3동,50~54세,2022. 3/4,14,30
신정3동,50~54세,2023. 3/4,19,29
신정3동,55~59세,2020. 3/4,28,34
신정3동,55~59세,2022. 3/4,39,34
신정3동,55~59세,2023. 3/4,27,25
신정3동,60~64세,2020. 3/4,18,10
신정3동,60~64세,2022. 3/4,11,11
신정3동,60~64세,2023. 3/4,13,7
신정3동,65~69세,2020. 3/4,3,4
신정3동,65~69세,2022. 3/4,5,7
신정3동,65~69세,2023. 3/4,2,10
신정3동,70~74세,2020. 3/4,5,4
신정3동,70~74세,2022. 3/4,3,4
신정3동,70~74세,2023. 3/4,3,2
신정3동,75~79세,2020. 3/4,0,0
신정3동,75~79세,2022. 3/4,0,2
신정3동,75~79세,2023. 3/4,0,2
신정3동,80~84세,2020. 3/4,2,0
신정3동,80~84세,2022. 3/4,2,0
신정3동,80~84세,2023. 3/4,1,0
신정3동,85~89세,2020. 3/4,0,0
신정3동,85~89세,2022. 3/4,0,0
신정3동,85~89세,2023. 3/4,1,0
신정3동,90~94세,2020. 3/4,0,0
신정3동,90~94세,2022. 3/4,0,0
신정3동,90~94세,2023. 3/4,0,0
신정3동,95~99세,2020. 3/4,0,1
신정3동,95~99세,2022. 3/4,0,0
신정3동,95~99세,2023. 3/4,0,0
신정3동,100세 이상,2020. 3/4,0,0
신정3동,100세 이상,2022. 3/4,0,1
신정3동,100세 이상,2023. 3/4,0,1
신정6동,0~4세,2020. 3/4,0,0
신정6동,0~4세,2022. 3/4,0,0
신정6동,0~4세,2023. 3/4,0,0
신정6동,5~9세,2020. 3/4,0,0
신정6동,5~9세,2022. 3/4,0,0
신정6동,5~9세,2023. 3/4,1,0
신정6동,10~14세,2020. 3/4,0,0
신정6동,10~14세,2022. 3/4,0,0
신정6동,10~14세,2023. 3/4,0,0
신정6동,15~19세,2020. 3/4,0,1
신정6동,15~19세,2022. 3/4,0,0
신정6동,15~19세,2023. 3/4,0,0
신정6동,20~24세,2020. 3/4,0,0
신정6동,20~24세,2022. 3/4,0,0
신정6동,20~24세,2023. 3/4,0,0
신정6동,25~29세,2020. 3/4,0,3
신정6동,25~29세,2022. 3/4,0,4
신정6동,25~29세,2023. 3/4,0,2
신정6동,30~34세,2020. 3/4,3,4
신정6동,30~34세,2022. 3/4,2,3
신정6동,30~34세,2023. 3/4,1,3
신정6동,35~39세,2020. 3/4,1,2
신정6동,35~39세,2022. 3/4,1,3
신정6동,35~39세,2023. 3/4,2,2
신정6동,40~44세,2020. 3/4,1,1
신정6동,40~44세,2022. 3/4,2,2
신정6동,40~44세,2023. 3/4,0,3
신정6동,45~49세,2020. 3/4,0,1
신정6동,45~49세,2022. 3/4,0,0
신정6동,45~49세,2023. 3/4,1,1
신정6동,50~54세,2020. 3/4,3,0
신정6동,50~54세,2022. 3/4,1,1
신정6동,50~54세,2023. 3/4,0,1
신정6동,55~59세,2020. 3/4,2,1
신정6동,55~59세,2022. 3/4,2,2
신정6동,55~59세,2023. 3/4,3,0
신정6동,60~64세,2020. 3/4,0,0
신정6동,60~64세,2022. 3/4,0,1
신정6동,60~64세,2023. 3/4,0,1
신정6동,65~69세,2020. 3/4,0,0
신정6동,65~69세,2022. 3/4,0,0
신정6동,65~69세,2023. 3/4,0,0
신정6동,70~74세,2020. 3/4,1,0
신정6동,70~74세,2022. 3/4,1,0
신정6동,70~74세,2023. 3/4,1,0
신정6동,75~79세,2020. 3/4,0,0
신정6동,75~79세,2022. 3/4,0,0
신정6동,75~79세,2023. 3/4,0,0
신정6동,80~84세,2020. 3/4,0,0
신정6동,80~84세,2022. 3/4,0,0
신정6동,80~84세,2023. 3/4,0,0
신정6동,85~89세,2020. 3/4,0,0
신정6동,85~89세,2022. 3/4,0,0
신정6동,85~89세,2023. 3/4,0,0
신정6동,90~94세,2020. 3/4,0,1
신정6동,90~94세,2022. 3/4,0,0
신정6동,90~94세,2023. 3/4,0,0
신정6동,95~99세,2020. 3/4,0,0
신정6동,95~99세,2022. 3/4,0,0
신정6동,95~99세,2023. 3/4,0,0
신정6동,100세 이상,2020. 3/4,0,0
신정6동,100세 이상,2022. 3/4,0,0
신정6동,100세 이상,2023. 3/4,0,0
신정7동,0~4세,2020. 3/4,2,1
신정7동,0~4세,2022. 3/4,0,0
신정7동,0~4세,2023. 3/4,1,0
신정7동,5~9세,2020. 3/4,0,3
신정7동,5~9세,2022. 3/4,0,1
신정7동,5~9세,2023. 3/4,0,2
신정7동,10~14세,2020. 3/4,0,2
신정7동,10~14세,2022. 3/4,0,1
신정7동,10~14세,2023. 3/4,0,1
신정7동,15~19세,2020. 3/4,1,0
신정7동,15~19세,2022. 3/4,1,1
신정7동,15~19세,2023. 3/4,0,1
신정7동,20~24세,2020. 3/4,1,9
신정7동,20~24세,2022. 3/4,0,10
신정7동,20~24세,2023. 3/4,1,8
신정7동,25~29세,2020. 3/4,6,13
신정7동,25~29세,2022. 3/4,4,6
신정7동,25~29세,2023. 3/4,3,6
신정7동,30~34세,2020. 3/4,12,18
신정7동,30~34세,2022. 3/4,6,10
신정7동,30~34세,2023. 3/4,5,14
신정7동,35~39세,2020. 3/4,9,12
신정7동,35~39세,2022. 3/4,13,13
신정7동,35~39세,2023. 3/4,14,15
신정7동,40~44세,2020. 3/4,9,8
신정7동,40~44세,2022. 3/4,6,7
신정7동,40~44세,2023. 3/4,5,7
신정7동,45~49세,2020. 3/4,16,11
신정7동,45~49세,2022. 3/4,8,7
신정7동,45~49세,2023. 3/4,7,8
신정7동,50~54세,2020. 3/4,13,10
신정7동,50~54세,2022. 3/4,13,7
신정7동,50~54세,2023. 3/4,15,7
신정7동,55~59세,2020. 3/4,11,8
신정7동,55~59세,2022. 3/4,5,7
신정7동,55~59세,2023. 3/4,6,7
신정7동,60~64세,2020. 3/4,5,7
신정7동,60~64세,2022. 3/4,4,6
신정7동,60~64세,2023. 3/4,5,6
신정7동,65~69세,2020. 3/4,1,1
신정7동,65~69세,2022. 3/4,2,2
신정7동,65~69세,2023. 3/4,4,4
신정7동,70~74세,2020. 3/4,1,0
신정7동,70~74세,2022. 3/4,3,1
신정7동,70~74세,2023. 3/4,6,1
신정7동,75~79세,2020. 3/4,0,2
신정7동,75~79세,2022. 3/4,1,0
