동별,연령별,시점,남자,여자
자양2동,40~44세,2022. 3/4,5,20
자양2동,40~44세,2023. 3/4,7,22
자양2동,45~49세,2020. 3/4,20,16
자양2동,45~49세,2022. 3/4,15,10
자양2동,45~49세,2023. 3/4,13,19
자양2동,50~54세,2020. 3/4,28,30
자양2동,50~54세,2022. 3/4,12,17
자양2동,50~54세,2023. 3/4,14,16
자양2동,55~59세,2020. 3/4,26,27
자양2동,55~59세,2022. 3/4,23,27
자양2동,55~59세,2023. 3/4,15,21
자양2동,60~64세,2020. 3/4,14,21
자양2동,60~64세,2022. 3/4,11,7
자양2동,60~64세,2023. 3/4,10,13
자양2동,65~69세,2020. 3/4,2,1
자양2동,65~69세,2022. 3/4,3,6
자양2동,65~69세,2023. 3/4,4,4
자양2동,70~74세,2020. 3/4,0,0
자양2동,70~74세,2022. 3/4,2,0
자양2동,70~74세,2023. 3/4,2,2
자양2동,75~79세,2020. 3/4,0,0
자양2동,75~79세,2022. 3/4,0,0
자양2동,75~79세,2023. 3/4,0,0
자양2동,80~84세,2020. 3/4,0,0
자양2동,80~84세,2022. 3/4,0,0
자양2동,80~84세,2023. 3/4,0,0
자양2동,85~89세,2020. 3/4,0,0
자양2동,85~89세,2022. 3/4,0,0
자양2동,85~89세,2023. 3/4,0,0
자양2동,90~94세,2020. 3/4,0,0
자양2동,90~94세,2022. 3/4,0,0
자양2동,90~94세,2023. 3/4,0,0
자양2동,95~99세,2020. 3/4,0,0
자양2동,95~99세,2022. 3/4,0,0
자양2동,95~99세,2023. 3/4,0,0
자양2동,100세 이상,2020. 3/4,0,0
자양2동,100세 이상,2022. 3/4,0,0
자양2동,100세 이상,2023. 3/4,0,0
자양3동,0~4세,2020. 3/4,1,5
자양3동,0~4세,2022. 3/4,7,5
자양3동,0~4세,2023. 3/4,8,2
자양3동,5~9세,2020. 3/4,3,5
자양3동,5~9세,2022. 3/4,2,6
자양3동,5~9세,2023. 3/4,4,6
자양3동,10~14세,2020. 3/4,0,3
자양3동,10~14세,2022. 3/4,0,3
자양3동,10~14세,2023. 3/4,1,2
자양3동,15~19세,2020. 3/4,2,3
자양3동,15~19세,2022. 3/4,8,5
자양3동,15~19세,2023. 3/4,1,4
자양3동,20~24세,2020. 3/4,9,13
자양3동,20~24세,2022. 3/4,11,23
자양3동,20~24세,2023. 3/4,20,30
자양3동,25~29세,2020. 3/4,13,11
자양3동,25~29세,2022. 3/4,11,35
자양3동,25~29세,2023. 3/4,7,28
자양3동,30~34세,2020. 3/4,12,12
자양3동,30~34세,2022. 3/4,12,15
자양3동,30~34세,2023. 3/4,20,23
자양3동,35~39세,2020. 3/4,10,23
자양3동,35~39세,2022. 3/4,11,15
자양3동,35~39세,2023. 3/4,14,18
자양3동,40~44세,2020. 3/4,6,8
자양3동,40~44세,2022. 3/4,9,10
자양3동,40~44세,2023. 3/4,12,13
자양3동,45~49세,2020. 3/4,11,17
자양3동,45~49세,2022. 3/4,10,11
자양3동,45~49세,2023. 3/4,7,9
자양3동,50~54세,2020. 3/4,15,11
자양3동,50~54세,2022. 3/4,8,10
자양3동,50~54세,2023. 3/4,8,11
자양3동,55~59세,2020. 3/4,14,20
자양3동,55~59세,2022. 3/4,15,16
자양3동,55~59세,2023. 3/4,10,15
자양3동,60~64세,2020. 3/4,15,15
자양3동,60~64세,2022. 3/4,6,12
자양3동,60~64세,2023. 3/4,10,12
자양3동,65~69세,2020. 3/4,4,4
자양3동,65~69세,2022. 3/4,12,8
자양3동,65~69세,2023. 3/4,11,8
자양3동,70~74세,2020. 3/4,2,0
자양3동,70~74세,2022. 3/4,1,2
자양3동,70~74세,2023. 3/4,1,2
자양3동,75~79세,2020. 3/4,1,0
자양3동,75~79세,2022. 3/4,1,0
자양3동,75~79세,2023. 3/4,2,0
자양3동,80~84세,2020. 3/4,0,1
자양3동,80~84세,2022. 3/4,1,1
자양3동,80~84세,2023. 3/4,1,1
자양3동,85~89세,2020. 3/4,0,0
자양3동,85~89세,2022. 3/4,0,0
자양3동,85~89세,2023. 3/4,0,0
자양3동,90~94세,2020. 3/4,0,0
자양3동,90~94세,2022. 3/4,0,0
자양3동,90~94세,2023. 3/4,0,0
자양3동,95~99세,2020. 3/4,0,0
자양3동,95~99세,2022. 3/4,0,0
자양3동,95~99세,2023. 3/4,0,0
자양3동,100세 이상,2020. 3/4,0,0
자양3동,100세 이상,2022. 3/4,0,0
자양3동,100세 이상,2023. 3/4,0,0
자양4동,0~4세,2020. 3/4,46,44
자양4동,0~4세,2022. 3/4,24,15
자양4동,0~4세,2023. 3/4,23,14
자양4동,5~9세,2020. 3/4,45,42
자양4동,5~9세,2022. 3/4,34,38
자양4동,5~9세,2023. 3/4,33,39
자양4동,10~14세,2020. 3/4,27,18
자양4동,10~14세,2022. 3/4,22,18
자양4동,10~14세,2023. 3/4,24,22
자양4동,15~19세,2020. 3/4,19,35
자양4동,15~19세,2022. 3/4,17,34
자양4동,15~19세,2023. 3/4,30,49
자양4동,20~24세,2020. 3/4,182,372
자양4동,20~24세,2022. 3/4,211,335
자양4동,20~24세,2023. 3/4,258,420
자양4동,25~29세,2020. 3/4,134,240
자양4동,25~29세,2022. 3/4,153,261
자양4동,25~29세,2023. 3/4,192,346
자양4동,30~34세,2020. 3/4,169,142
자양4동,30~34세,2022. 3/4,113,112
자양4동,30~34세,2023. 3/4,131,125
자양4동,35~39세,2020. 3/4,153,112
자양4동,35~39세,2022. 3/4,130,97
자양4동,35~39세,2023. 3/4,126,114
자양4동,40~44세,2020. 3/4,123,103
자양4동,40~44세,2022. 3/4,106,84
자양4동,40~44세,2023. 3/4,119,87
자양4동,45~49세,2020. 3/4,174,171
자양4동,45~49세,2022. 3/4,102,86
자양4동,45~49세,2023. 3/4,90,82
자양4동,50~54세,2020. 3/4,244,309
자양4동,50~54세,2022. 3/4,181,201
자양4동,50~54세,2023. 3/4,145,176
자양4동,55~59세,2020. 3/4,329,397
자양4동,55~59세,2022. 3/4,209,280
자양4동,55~59세,2023. 3/4,193,264
자양4동,60~64세,2020. 3/4,161,167
자양4동,60~64세,2022. 3/4,109,137
자양4동,60~64세,2023. 3/4,119,143
자양4동,65~69세,2020. 3/4,34,38
자양4동,65~69세,2022. 3/4,45,44
자양4동,65~69세,2023. 3/4,47,43
자양4동,70~74세,2020. 3/4,11,8
자양4동,70~74세,2022. 3/4,16,17
자양4동,70~74세,2023. 3/4,16,18
자양4동,75~79세,2020. 3/4,3,2
자양4동,75~79세,2022. 3/4,1,1
자양4동,75~79세,2023. 3/4,1,1
자양4동,80~84세,2020. 3/4,1,1
자양4동,80~84세,2022. 3/4,2,2
자양4동,80~84세,2023. 3/4,0,2
자양4동,85~89세,2020. 3/4,1,2
자양4동,85~89세,2022. 3/4,2,0
자양4동,85~89세,2023. 3/4,2,0
자양4동,90~94세,2020. 3/4,0,0
자양4동,90~94세,2022. 3/4,0,1
자양4동,90~94세,2023. 3/4,0,1
자양4동,95~99세,2020. 3/4,0,0
자양4동,95~99세,2022. 3/4,0,0
자양4동,95~99세,2023. 3/4,0,0
자양4동,100세 이상,2020. 3/4,1,0
자양4동,100세 이상,2022. 3/4,1,0
자양4동,100세 이상,2023. 3/4,1,0
동대문구,0~4세,2020. 3/4,99,101
동대문구,0~4세,2021. 3/4,70,81
동대문구,0~4세,2022. 3/4,68,90
동대문구,0~4세,2023. 3/4,87,103
동대문구,5~9세,2020. 3/4,80,83
동대문구,5~9세,2021. 3/4,73,95
동대문구,5~9세,2022. 3/4,71,83
동대문구,5~9세,2023. 3/4,67,73
동대문구,10~14세,2020. 3/4,51,49
동대문구,10~14세,2021. 3/4,51,42
동대문구,10~14세,2022. 3/4,46,41
동대문구,10~14세,2023. 3/4,49,47
동대문구,15~19세,2020. 3/4,126,278
동대문구,15~19세,2021. 3/4,105,270
동대문구,15~19세,2022. 3/4,132,391
동대문구,15~19세,2023. 3/4,167,502
동대문구,20~24세,2020. 3/4,2041,3698
동대문구,20~24세,2021. 3/4,1902,3501
동대문구,20~24세,2022. 3/4,1947,4582
동대문구,20~24세,2023. 3/4,2019,4842
동대문구,25~29세,2020. 3/4,1106,1747
동대문구,25~29세,2021. 3/4,1213,1939
동대문구,25~29세,2022. 3/4,1542,2530
동대문구,25~29세,2023. 3/4,1893,3152
동대문구,30~34세,2020. 3/4,544,731
동대문구,30~34세,2021. 3/4,545,703
동대문구,30~34세,2022. 3/4,587,736
동대문구,30~34세,2023. 3/4,668,835
동대문구,35~39세,2020. 3/4,329,377
동대문구,35~39세,2021. 3/4,315,407
동대문구,35~39세,2022. 3/4,331,443
동대문구,35~39세,2023. 3/4,376,486
동대문구,40~44세,2020. 3/4,265,269
동대문구,40~44세,2021. 3/4,245,252
동대문구,40~44세,2022. 3/4,242,274
동대문구,40~44세,2023. 3/4,254,302
동대문구,45~49세,2020. 3/4,251,250
동대문구,45~49세,2021. 3/4,191,214
동대문구,45~49세,2022. 3/4,174,234
동대문구,45~49세,2023. 3/4,197,218
동대문구,50~54세,2020. 3/4,246,341
동대문구,50~54세,2021. 3/4,196,287
동대문구,50~54세,2022. 3/4,226,280
동대문구,50~54세,2023. 3/4,218,260
동대문구,55~59세,2020. 3/4,311,360
동대문구,55~59세,2021. 3/4,273,349
동대문구,55~59세,2022. 3/4,233,287
동대문구,55~59세,2023. 3/4,219,282
동대문구,60~64세,2020. 3/4,147,190
동대문구,60~64세,2021. 3/4,112,144
동대문구,60~64세,2022. 3/4,122,161
동대문구,60~64세,2023. 3/4,145,171
동대문구,65~69세,2020. 3/4,44,63
동대문구,65~69세,2021. 3/4,44,74
동대문구,65~69세,2022. 3/4,52,77
동대문구,65~69세,2023. 3/4,58,75
동대문구,70~74세,2020. 3/4,25,18
동대문구,70~74세,2021. 3/4,25,18
동대문구,70~74세,2022. 3/4,24,21
동대문구,70~74세,2023. 3/4,24,32
동대문구,75~79세,2020. 3/4,5,7
동대문구,75~79세,2021. 3/4,4,9
동대문구,75~79세,2022. 3/4,8,11
동대문구,75~79세,2023. 3/4,12,10
동대문구,80~84세,2020. 3/4,5,12
동대문구,80~84세,2021. 3/4,4,11
동대문구,80~84세,2022. 3/4,3,9
동대문구,80~84세,2023. 3/4,5,7
동대문구,85~89세,2020. 3/4,7,3
동대문구,85~89세,2021. 3/4,9,3
동대문구,85~89세,2022. 3/4,7,5
동대문구,85~89세,2023. 3/4,5,9
동대문구,90~94세,2020. 3/4,3,1
동대문구,90~94세,2021. 3/4,2,1
동대문구,90~94세,2022. 3/4,3,1
동대문구,90~94세,2023. 3/4,3,1
동대문구,95~99세,2020. 3/4,0,0
동대문구,95~99세,2021. 3/4,1,0
동대문구,95~99세,2022. 3/4,1,0
동대문구,95~99세,2023. 3/4,2,0
동대문구,100세 이상,2020. 3/4,0,0
동대문구,100세 이상,2021. 3/4,0,0
동대문구,100세 이상,2022. 3/4,0,0
동대문구,100세 이상,2023. 3/4,0,0
회기동,0~4세,2020. 3/4,3,6
회기동,0~4세,2022. 3/4,3,4
회기동,0~4세,2023. 3/4,6,5
회기동,5~9세,2020. 3/4,3,1
회기동,5~9세,2022. 3/4,2,2
회기동,5~9세,2023. 3/4,1,1
회기동,10~14세,2020. 3/4,0,0
회기동,10~14세,2022. 3/4,1,1
회기동,10~14세,2023. 3/4,2,0
회기동,15~19세,2020. 3/4,27,58
회기동,15~19세,2022. 3/4,25,81
회기동,15~19세,2023. 3/4,28,85
회기동,20~24세,2020. 3/4,494,841
회기동,20~24세,2022. 3/4,490,1075
회기동,20~24세,2023. 3/4,523,1115
회기동,25~29세,2020. 3/4,202,295
회기동,25~29세,2022. 3/4,307,481
회기동,25~29세,2023. 3/4,397,647
회기동,30~34세,2020. 3/4,42,71
회기동,30~34세,2022. 3/4,73,91
회기동,30~34세,2023. 3/4,86,115
회기동,35~39세,2020. 3/4,16,19
회기동,35~39세,2022. 3/4,26,30
회기동,35~39세,2023. 3/4,23,38
회기동,40~44세,2020. 3/4,8,6
회기동,40~44세,2022. 3/4,7,15
회기동,40~44세,2023. 3/4,8,14
회기동,45~49세,2020. 3/4,8,6
회기동,45~49세,2022. 3/4,6,15
회기동,45~49세,2023. 3/4,11,8
회기동,50~54세,2020. 3/4,5,8
회기동,50~54세,2022. 3/4,6,9
회기동,50~54세,2023. 3/4,5,11
회기동,55~59세,2020. 3/4,4,9
회기동,55~59세,2022. 3/4,6,12
회기동,55~59세,2023. 3/4,6,6
회기동,60~64세,2020. 3/4,2,1
회기동,60~64세,2022. 3/4,2,2
회기동,60~64세,2023. 3/4,3,2
회기동,65~69세,2020. 3/4,2,0
회기동,65~69세,2022. 3/4,0,1
회기동,65~69세,2023. 3/4,0,1
회기동,70~74세,2020. 3/4,0,1
회기동,70~74세,2022. 3/4,2,0
회기동,70~74세,2023. 3/4,1,0
회기동,75~79세,2020. 3/4,1,0
회기동,75~79세,2022. 3/4,1,1
회기동,75~79세,2023. 3/4,1,1
회기동,80~84세,2020. 3/4,1,1
회기동,80~84세,2022. 3/4,0,1
회기동,80~84세,2023. 3/4,0,1
회기동,85~89세,2020. 3/4,0,0
회기동,85~89세,2022. 3/4,0,0
회기동,85~89세,2023. 3/4,0,0
회기동,90~94세,2020. 3/4,0,0
회기동,90~94세,2022. 3/4,0,0
회기동,90~94세,2023. 3/4,0,0
회기동,95~99세,2020. 3/4,0,0
회기동,95~99세,2022. 3/4,0,0
회기동,95~99세,2023. 3/4,0,0
회기동,100세 이상,2020. 3/4,0,0
회기동,100세 이상,2022. 3/4,0,0
회기동,100세 이상,2023. 3/4,0,0
휘경1동,0~4세,2020. 3/4,4,3
휘경1동,0~4세,2022. 3/4,3,3
휘경1동,0~4세,2023. 3/4,6,5
휘경1동,5~9세,2020. 3/4,4,1
휘경1동,5~9세,2022. 3/4,7,4
휘경1동,5~9세,2023. 3/4,6,3
휘경1동,10~14세,2020. 3/4,0,1
휘경1동,10~14세,2022. 3/4,0,1
휘경1동,10~14세,2023. 3/4,1,1
휘경1동,15~19세,2020. 3/4,23,48
휘경1동,15~19세,2022. 3/4,20,57
휘경1동,15~19세,2023. 3/4,28,69
휘경1동,20~24세,2020. 3/4,333,609
휘경1동,20~24세,2022. 3/4,381,917
휘경1동,20~24세,2023. 3/4,324,828
휘경1동,25~29세,2020. 3/4,164,255
휘경1동,25~29세,2022. 3/4,240,431
휘경1동,25~29세,2023. 3/4,289,487
휘경1동,30~34세,2020. 3/4,34,58
휘경1동,30~34세,2022. 3/4,49,70
휘경1동,30~34세,2023. 3/4,66,78
휘경1동,35~39세,2020. 3/4,14,20
휘경1동,35~39세,2022. 3/4,16,28
휘경1동,35~39세,2023. 3/4,21,30
휘경1동,40~44세,2020. 3/4,11,15
휘경1동,40~44세,2022. 3/4,8,14
휘경1동,40~44세,2023. 3/4,6,14
휘경1동,45~49세,2020. 3/4,12,13
휘경1동,45~49세,2022. 3/4,7,8
휘경1동,45~49세,2023. 3/4,5,13
휘경1동,50~54세,2020. 3/4,10,5
휘경1동,50~54세,2022. 3/4,7,12
휘경1동,50~54세,2023. 3/4,7,7
휘경1동,55~59세,2020. 3/4,6,14
휘경1동,55~59세,2022. 3/4,5,6
휘경1동,55~59세,2023. 3/4,4,12
휘경1동,60~64세,2020. 3/4,8,4
휘경1동,60~64세,2022. 3/4,1,8
휘경1동,60~64세,2023. 3/4,3,7
휘경1동,65~69세,2020. 3/4,0,3
휘경1동,65~69세,2022. 3/4,3,2
휘경1동,65~69세,2023. 3/4,3,3
휘경1동,70~74세,2020. 3/4,0,1
휘경1동,70~74세,2022. 3/4,0,1
휘경1동,70~74세,2023. 3/4,0,1
휘경1동,75~79세,2020. 3/4,0,0
휘경1동,75~79세,2022. 3/4,0,1
휘경1동,75~79세,2023. 3/4,0,0
휘경1동,80~84세,2020. 3/4,0,1
휘경1동,80~84세,2022. 3/4,0,1
휘경1동,80~84세,2023. 3/4,0,1
휘경1동,85~89세,2020. 3/4,1,0
휘경1동,85~89세,2022. 3/4,1,0
휘경1동,85~89세,2023. 3/4,1,1
휘경1동,90~94세,2020. 3/4,0,0
휘경1동,90~94세,2022. 3/4,0,0
휘경1동,90~94세,2023. 3/4,0,0
휘경1동,95~99세,2020. 3/4,0,0
휘경1동,95~99세,2022. 3/4,0,0
휘경1동,95~99세,2023. 3/4,0,0
휘경1동,100세 이상,2020. 3/4,0,0
휘경1동,100세 이상,2022. 3/4,0,0
휘경1동,100세 이상,2023. 3/4,0,0
휘경2동,0~4세,2020. 3/4,8,7
휘경2동,0~4세,2022. 3/4,4,5
휘경2동,0~4세,2023. 3/4,4,5
휘경2동,5~9세,2020. 3/4,7,6
휘경2동,5~9세,2022. 3/4,4,8
휘경2동,5~9세,2023. 3/4,4,3
휘경2동,10~14세,2020. 3/4,6,2
휘경2동,10~14세,2022. 3/4,5,3
휘경2동,10~14세,2023. 3/4,2,4
휘경2동,15~19세,2020. 3/4,2,8
휘경2동,15~19세,2022. 3/4,6,10
휘경2동,15~19세,2023. 3/4,10,19
휘경2동,20~24세,2020. 3/4,88,171
휘경2동,20~24세,2022. 3/4,99,205
휘경2동,20~24세,2023. 3/4,104,264
휘경2동,25~29세,2020. 3/4,55,104
휘경2동,25~29세,2022. 3/4,96,142
휘경2동,25~29세,2023. 3/4,110,194
휘경2동,30~34세,2020. 3/4,29,46
휘경2동,30~34세,2022. 3/4,29,46
휘경2동,30~34세,2023. 3/4,31,46
휘경2동,35~39세,2020. 3/4,9,17
휘경2동,35~39세,2022. 3/4,13,26
휘경2동,35~39세,2023. 3/4,16,27
휘경2동,40~44세,2020. 3/4,9,21
휘경2동,40~44세,2022. 3/4,5,14
휘경2동,40~44세,2023. 3/4,6,17
휘경2동,45~49세,2020. 3/4,13,8
휘경2동,45~49세,2022. 3/4,6,9
휘경2동,45~49세,2023. 3/4,3,9
휘경2동,50~54세,2020. 3/4,4,10
휘경2동,50~54세,2022. 3/4,7,7
휘경2동,50~54세,2023. 3/4,9,8
휘경2동,55~59세,2020. 3/4,11,12
휘경2동,55~59세,2022. 3/4,8,7
휘경2동,55~59세,2023. 3/4,6,8
휘경2동,60~64세,2020. 3/4,6,11
휘경2동,60~64세,2022. 3/4,7,11
휘경2동,60~64세,2023. 3/4,8,6
휘경2동,65~69세,2020. 3/4,2,2
휘경2동,65~69세,2022. 3/4,2,5
휘경2동,65~69세,2023. 3/4,3,4
휘경2동,70~74세,2020. 3/4,0,1
휘경2동,70~74세,2022. 3/4,0,0
휘경2동,70~74세,2023. 3/4,0,0
휘경2동,75~79세,2020. 3/4,0,0
휘경2동,75~79세,2022. 3/4,0,0
휘경2동,75~79세,2023. 3/4,0,1
휘경2동,80~84세,2020. 3/4,0,0
휘경2동,80~84세,2022. 3/4,0,0
휘경2동,80~84세,2023. 3/4,0,0
휘경2동,85~89세,2020. 3/4,1,0
휘경2동,85~89세,2022. 3/4,1,0
휘경2동,85~89세,2023. 3/4,1,0
휘경2동,90~94세,2020. 3/4,0,0
휘경2동,90~94세,2022. 3/4,0,0
휘경2동,90~94세,2023. 3/4,0,0
휘경2동,95~99세,2020. 3/4,0,0
휘경2동,95~99세,2022. 3/4,0,0
휘경2동,95~99세,2023. 3/4,0,0
휘경2동,100세 이상,2020. 3/4,0,0
휘경2동,100세 이상,2022. 3/4,0,0
휘경2동,100세 이상,2023. 3/4,0,0
청량리동,0~4세,2020. 3/4,2,8
청량리동,0~4세,2022. 3/4,2,3
청량리동,0~4세,2023. 3/4,3,4
청량리동,5~9세,2020. 3/4,4,7
청량리동,5~9세,2022. 3/4,2,5
청량리동,5~9세,2023. 3/4,1,4
청량리동,10~14세,2020. 3/4,1,3
청량리동,10~14세,2022. 3/4,2,1
청량리동,10~14세,2023. 3/4,3,2
청량리동,15~19세,2020. 3/4,1,4
청량리동,15~19세,2022. 3/4,0,11
청량리동,15~19세,2023. 3/4,3,10
청량리동,20~24세,2020. 3/4,38,39
청량리동,20~24세,2022. 3/4,25,49
청량리동,20~24세,2023. 3/4,30,84
청량리동,25~29세,2020. 3/4,27,28
청량리동,25~29세,2022. 3/4,31,39
청량리동,25~29세,2023. 3/4,57,79
청량리동,30~34세,2020. 3/4,36,31
청량리동,30~34세,2022. 3/4,15,21
청량리동,30~34세,2023. 3/4,22,30
청량리동,35~39세,2020. 3/4,20,22
청량리동,35~39세,2022. 3/4,23,16
청량리동,35~39세,2023. 3/4,22,17
청량리동,40~44세,2020. 3/4,25,19
청량리동,40~44세,2022. 3/4,15,18
청량리동,40~44세,2023. 3/4,15,19
청량리동,45~49세,2020. 3/4,16,25
청량리동,45~49세,2022. 3/4,6,16
청량리동,45~49세,2023. 3/4,10,14
청량리동,50~54세,2020. 3/4,28,44
청량리동,50~54세,2022. 3/4,15,26
청량리동,50~54세,2023. 3/4,11,25
청량리동,55~59세,2020. 3/4,49,37
청량리동,55~59세,2022. 3/4,26,24
청량리동,55~59세,2023. 3/4,26,24
청량리동,60~64세,2020. 3/4,22,23
청량리동,60~64세,2022. 3/4,12,19
청량리동,60~64세,2023. 3/4,13,20
청량리동,65~69세,2020. 3/4,3,13
청량리동,65~69세,2022. 3/4,4,9
청량리동,65~69세,2023. 3/4,4,7
청량리동,70~74세,2020. 3/4,2,2
청량리동,70~74세,2022. 3/4,3,3
청량리동,70~74세,2023. 3/4,2,8
청량리동,75~79세,2020. 3/4,0,1
청량리동,75~79세,2022. 3/4,0,1
청량리동,75~79세,2023. 3/4,1,1
청량리동,80~84세,2020. 3/4,1,2
청량리동,80~84세,2022. 3/4,0,1
청량리동,80~84세,2023. 3/4,0,1
청량리동,85~89세,2020. 3/4,2,1
청량리동,85~89세,2022. 3/4,1,1
청량리동,85~89세,2023. 3/4,0,1
청량리동,90~94세,2020. 3/4,0,0
청량리동,90~94세,2022. 3/4,1,1
청량리동,90~94세,2023. 3/4,2,1
청량리동,95~99세,2020. 3/4,0,0
청량리동,95~99세,2022. 3/4,0,0
청량리동,95~99세,2023. 3/4,0,0
청량리동,100세 이상,2020. 3/4,0,0
청량리동,100세 이상,2022. 3/4,0,0
청량리동,100세 이상,2023. 3/4,0,0
용신동,0~4세,2020. 3/4,21,14
용신동,0~4세,2022. 3/4,9,17
용신동,0~4세,2023. 3/4,9,16
용신동,5~9세,2020. 3/4,14,14
용신동,5~9세,2022. 3/4,8,12
용신동,5~9세,2023. 3/4,6,12
용신동,10~14세,2020. 3/4,11,5
용신동,10~14세,2022. 3/4,6,3
용신동,10~14세,2023. 3/4,7,7
용신동,15~19세,2020. 3/4,2,11
용신동,15~19세,2022. 3/4,5,23
용신동,15~19세,2023. 3/4,4,39
용신동,20~24세,2020. 3/4,106,164
용신동,20~24세,2022. 3/4,89,271
용신동,20~24세,2023. 3/4,75,286
용신동,25~29세,2020. 3/4,114,115
용신동,25~29세,2022. 3/4,129,222
용신동,25~29세,2023. 3/4,116,302
용신동,30~34세,2020. 3/4,72,77
용신동,30~34세,2022. 3/4,80,75
용신동,30~34세,2023. 3/4,87,83
용신동,35~39세,2020. 3/4,45,61
용신동,35~39세,2022. 3/4,52,75
용신동,35~39세,2023. 3/4,46,77
용신동,40~44세,2020. 3/4,49,40
용신동,40~44세,2022. 3/4,34,37
용신동,40~44세,2023. 3/4,39,49
용신동,45~49세,2020. 3/4,43,54
용신동,45~49세,2022. 3/4,29,33
용신동,45~49세,2023. 3/4,37,32
용신동,50~54세,2020. 3/4,45,77
용신동,50~54세,2022. 3/4,33,53
용신동,50~54세,2023. 3/4,38,56
용신동,55~59세,2020. 3/4,76,83
용신동,55~59세,2022. 3/4,52,64
용신동,55~59세,2023. 3/4,42,53
용신동,60~64세,2020. 3/4,33,46
용신동,60~64세,2022. 3/4,29,46
용신동,60~64세,2023. 3/4,38,49
용신동,65~69세,2020. 3/4,8,16
용신동,65~69세,2022. 3/4,14,18
용신동,65~69세,2023. 3/4,18,15
용신동,70~74세,2020. 3/4,4,4
용신동,70~74세,2022. 3/4,1,3
용신동,70~74세,2023. 3/4,2,6
용신동,75~79세,2020. 3/4,0,3
용신동,75~79세,2022. 3/4,1,3
용신동,75~79세,2023. 3/4,1,2
용신동,80~84세,2020. 3/4,2,1
용신동,80~84세,2022. 3/4,1,1
용신동,80~84세,2023. 3/4,1,1
용신동,85~89세,2020. 3/4,1,0
용신동,85~89세,2022. 3/4,2,0
용신동,85~89세,2023. 3/4,2,1
용신동,90~94세,2020. 3/4,1,1
용신동,90~94세,2022. 3/4,1,0
용신동,90~94세,2023. 3/4,1,0
용신동,95~99세,2020. 3/4,0,0
용신동,95~99세,2022. 3/4,0,0
용신동,95~99세,2023. 3/4,0,0
용신동,100세 이상,2020. 3/4,0,0
용신동,100세 이상,2022. 3/4,0,0
용신동,100세 이상,2023. 3/4,0,0
제기동,0~4세,2020. 3/4,8,9
제기동,0~4세,2022. 3/4,10,8
제기동,0~4세,2023. 3/4,12,12
제기동,5~9세,2020. 3/4,10,6
제기동,5~9세,2022. 3/4,7,8
제기동,5~9세,2023. 3/4,3,8
제기동,10~14세,2020. 3/4,7,4
제기동,10~14세,2022. 3/4,8,7
제기동,10~14세,2023. 3/4,7,7
제기동,15~19세,2020. 3/4,28,62
제기동,15~19세,2022. 3/4,30,83
제기동,15~19세,2023. 3/4,25,118
제기동,20~24세,2020. 3/4,329,684
제기동,20~24세,2022. 3/4,250,643
제기동,20~24세,2023. 3/4,314,682
제기동,25~29세,2020. 3/4,156,243
제기동,25~29세,2022. 3/4,204,358
제기동,25~29세,2023. 3/4,270,398
제기동,30~34세,2020. 3/4,57,78
제기동,30~34세,2022. 3/4,67,86
제기동,30~34세,2023. 3/4,81,111
제기동,35~39세,2020. 3/4,42,40
제기동,35~39세,2022. 3/4,41,40
제기동,35~39세,2023. 3/4,44,47
제기동,40~44세,2020. 3/4,25,23
제기동,40~44세,2022. 3/4,28,19
제기동,40~44세,2023. 3/4,26,27
제기동,45~49세,2020. 3/4,18,26
제기동,45~49세,2022. 3/4,17,26
제기동,45~49세,2023. 3/4,23,24
제기동,50~54세,2020. 3/4,22,30
제기동,50~54세,2022. 3/4,29,35
제기동,50~54세,2023. 3/4,20,28
제기동,55~59세,2020. 3/4,40,46
제기동,55~59세,2022. 3/4,27,27
제기동,55~59세,2023. 3/4,29,30
제기동,60~64세,2020. 3/4,13,25
제기동,60~64세,2022. 3/4,12,13
제기동,60~64세,2023. 3/4,10,16
제기동,65~69세,2020. 3/4,6,11
제기동,65~69세,2022. 3/4,8,11
제기동,65~69세,2023. 3/4,7,12
제기동,70~74세,2020. 3/4,4,0
제기동,70~74세,2022. 3/4,3,2
제기동,70~74세,2023. 3/4,4,3
제기동,75~79세,2020. 3/4,0,0
제기동,75~79세,2022. 3/4,1,0
제기동,75~79세,2023. 3/4,1,0
제기동,80~84세,2020. 3/4,0,0
제기동,80~84세,2022. 3/4,0,0
제기동,80~84세,2023. 3/4,0,0
제기동,85~89세,2020. 3/4,1,0
제기동,85~89세,2022. 3/4,1,0
제기동,85~89세,2023. 3/4,1,0
제기동,90~94세,2020. 3/4,0,0
제기동,90~94세,2022. 3/4,0,0
제기동,90~94세,2023. 3/4,0,0
제기동,95~99세,2020. 3/4,0,0
제기동,95~99세,2022. 3/4,0,0
제기동,95~99세,2023. 3/4,0,0
제기동,100세 이상,2020. 3/4,0,0
제기동,100세 이상,2022. 3/4,0,0
제기동,100세 이상,2023. 3/4,0,0
전농1동,0~4세,2020. 3/4,8,6
전농1동,0~4세,2022. 3/4,5,7
전농1동,0~4세,2023. 3/4,4,7
전농1동,5~9세,2020. 3/4,4,7
전농1동,5~9세,2022. 3/4,5,4
전농1동,5~9세,2023. 3/4,6,3
전농1동,10~14세,2020. 3/4,2,5
전농1동,10~14세,2022. 3/4,5,6
전농1동,10~14세,2023. 3/4,5,3
전농1동,15~19세,2020. 3/4,7,8
